borrower_id,month,income,emi,paid,delay_days
10,19,9981,4844,1,0
10,20,9981,4844,1,0
10,21,9981,4844,1,0
10,22,9981,4844,1,0
10,23,6986,4844,0,69
10,24,6986,4844,1,0
11,1,20782,7250,1,0
11,2,20782,7250,1,0
11,3,20782,7250,1,0
11,4,20782,7250,1,0
11,5,20782,7250,1,0
11,6,20782,7250,0,75
11,7,20782,7250,0,70
11,8,20782,7250,0,90
11,9,14547,7250,1,0
11,10,14547,7250,1,0
11,11,14547,7250,1,0
11,12,14547,7250,1,0
11,13,14547,7250,1,0
11,14,14547,7250,1,0
11,15,14547,7250,1,0
11,16,14547,7250,1,0
11,17,14547,7250,1,0
11,18,14547,7250,1,0
11,19,14547,7250,1,0
11,20,10183,7250,1,0
11,21,10183,7250,1,0
11,22,10183,7250,1,0
11,23,10183,7250,1,0
11,24,10183,7250,1,0
12,1,49201,14903,1,0
12,2,49201,14903,1,0
12,3,49201,14903,1,0
12,4,49201,14903,1,21
12,5,49201,14903,1,0
12,6,49201,14903,1,0
12,7,49201,14903,0,84
12,8,49201,14903,1,0
12,9,49201,14903,1,0
12,10,49201,14903,1,0
12,11,49201,14903,1,0
12,12,49201,14903,1,0
12,13,49201,14903,1,0
12,14,49201,14903,1,0
12,15,49201,14903,1,0
12,16,49201,14903,1,0
12,17,49201,14903,1,26
12,18,49201,14903,1,0
12,19,49201,14903,1,0
12,20,49201,14903,1,0
12,21,49201,14903,1,0
12,22,49201,14903,1,0
12,23,49201,14903,0,74
12,24,49201,14903,1,0
13,1,26964,7133,1,0
13,2,26964,7133,1,0
13,3,26964,7133,1,0
13,4,26964,7133,1,0
13,5,26964,7133,1,0
13,6,26964,7133,0,71
13,7,26964,7133,0,84
13,8,26964,7133,0,71
13,9,18874,7133,1,0
13,10,18874,7133,1,0
13,11,13212,7133,1,0
13,12,13212,7133,1,0
13,13,9248,7133,1,0
13,14,9248,7133,1,0
13,15,9248,7133,1,0
13,16,9248,7133,1,0
13,17,9248,7133,1,0
13,18,9248,7133,1,0
13,19,9248,7133,1,0
13,20,9248,7133,1,0
13,21,9248,7133,1,0
13,22,9248,7133,1,0
13,23,9248,7133,1,0
13,24,9248,7133,1,0
14,1,51114,14563,1,0
14,2,51114,14563,1,12
14,3,51114,14563,1,0
14,4,51114,14563,1,0
14,5,51114,14563,1,0
14,6,35779,14563,0,79
14,7,35779,14563,0,76
14,8,35779,14563,0,81
14,9,35779,14563,1,0
14,10,35779,14563,1,0
14,11,35779,14563,1,0
14,12,35779,14563,1,0
14,13,35779,14563,1,0
14,14,35779,14563,1,0
14,15,35779,14563,1,0
14,16,35779,14563,1,0
14,17,35779,14563,1,0
14,18,35779,14563,1,0
14,19,35779,14563,1,0
14,20,35779,14563,1,0
14,21,35779,14563,1,0
14,22,35779,14563,1,0
14,23,35779,14563,1,0
14,24,35779,14563,1,0
15,1,48963,11528,1,27
15,2,48963,11528,1,0
15,3,48963,11528,1,0
15,4,34274,11528,1,0
15,5,34274,11528,1,0
15,6,34274,11528,1,0
15,7,34274,11528,1,0
15,8,23991,11528,1,0
15,9,23991,11528,1,0
15,10,16794,11528,1,0
15,11,16794,11528,1,0
15,12,16794,11528,1,0
15,13,16794,11528,1,0
15,14,16794,11528,1,0
15,15,16794,11528,1,0
15,16,16794,11528,1,0
15,17,16794,11528,1,0
15,18,11756,11528,0,76
15,19,11756,11528,1,0
15,20,11756,11528,1,0
15,21,11756,11528,1,0
15,22,8229,11528,1,16
15,23,8229,11528,1,0
15,24,8229,11528,1,0
16,1,34500,9391,1,0
16,2,34500,9391,0,83
16,3,34500,9391,1,0
16,4,34500,9391,1,0
16,5,34500,9391,1,23
16,6,34500,9391,0,67
16,7,34500,9391,0,75
16,8,34500,9391,0,71
16,9,34500,9391,1,0
16,10,34500,9391,1,0
16,11,34500,9391,1,0
16,12,34500,9391,1,0
16,13,34500,9391,1,0
16,14,34500,9391,1,0
16,15,34500,9391,1,0
16,16,34500,9391,1,0
16,17,34500,9391,1,0
16,18,34500,9391,1,0
16,19,34500,9391,1,0
16,20,34500,9391,1,0
16,21,34500,9391,1,0
16,22,34500,9391,1,0
16,23,34500,9391,1,0
16,24,34500,9391,1,0
17,1,45563,12098,0,85
17,2,45563,12098,0,82
17,3,31894,12098,0,85
17,4,31894,12098,1,0
17,5,31894,12098,1,0
17,6,31894,12098,0,76
17,7,31894,12098,0,76
17,8,31894,12098,0,70
17,9,31894,12098,1,0
17,10,31894,12098,1,0
17,11,31894,12098,1,0
17,12,31894,12098,1,0
17,13,31894,12098,1,0
17,14,31894,12098,1,0
17,15,31894,12098,1,0
17,16,31894,12098,1,0
17,17,31894,12098,1,0
17,18,31894,12098,1,0
17,19,31894,12098,1,0
17,20,31894,12098,1,0
17,21,31894,12098,1,0
17,22,31894,12098,1,0
17,23,22325,12098,1,0
17,24,22325,12098,1,0
18,1,38553,8872,1,0
18,2,38553,8872,1,24
18,3,38553,8872,1,0
18,4,38553,8872,1,0
18,5,38553,8872,1,17
18,6,38553,8872,1,16
18,7,26987,8872,1,17
18,8,26987,8872,1,24
18,9,18890,8872,1,26
18,10,18890,8872,1,0
18,11,18890,8872,0,80
18,12,18890,8872,1,0
18,13,13223,8872,1,0
18,14,13223,8872,0,75
18,15,13223,8872,1,0
18,16,13223,8872,1,0
18,17,13223,8872,1,0
18,18,13223,8872,1,0
18,19,13223,8872,1,0
18,20,13223,8872,1,0
18,21,13223,8872,1,0
18,22,13223,8872,1,10
18,23,13223,8872,1,0
18,24,13223,8872,1,0
19,1,26576,8499,1,0
19,2,26576,8499,1,0
19,3,18603,8499,1,25
19,4,18603,8499,1,0
19,5,18603,8499,1,0
19,6,18603,8499,1,0
19,7,18603,8499,0,87
19,8,18603,8499,1,0
19,9,18603,8499,1,0
19,10,18603,8499,1,0
19,11,13022,8499,1,0
19,12,13022,8499,0,78
19,13,9115,8499,1,13
19,14,9115,8499,1,0
19,15,9115,8499,0,81
19,16,9115,8499,1,0
19,17,9115,8499,1,0
19,18,9115,8499,1,0
19,19,9115,8499,1,0
19,20,9115,8499,1,0
19,21,9115,8499,1,0
19,22,9115,8499,1,0
19,23,9115,8499,1,0
19,24,9115,8499,0,73
20,1,37136,8250,1,0
20,2,37136,8250,1,0
20,3,37136,8250,1,10
20,4,37136,8250,1,21
20,5,37136,8250,1,0
20,6,25995,8250,0,89
20,7,25995,8250,0,64
20,8,25995,8250,0,64
20,9,25995,8250,1,0
20,10,25995,8250,1,0
20,11,25995,8250,1,0
20,12,25995,8250,1,0
20,13,25995,8250,1,0
20,14,25995,8250,1,0
20,15,25995,8250,1,0
20,16,25995,8250,1,0
20,17,25995,8250,1,0
20,18,18196,8250,1,0
20,19,18196,8250,1,0
20,20,18196,8250,1,0
20,21,18196,8250,1,0
20,22,18196,8250,1,0
20,23,18196,8250,1,0
20,24,12737,8250,1,0
21,1,37701,9182,1,0
21,2,37701,9182,1,0
21,3,26390,9182,1,0
21,4,26390,9182,1,0
21,5,26390,9182,1,0
21,6,26390,9182,0,78
21,7,26390,9182,0,60
21,8,26390,9182,0,88
21,9,26390,9182,1,0
21,10,26390,9182,1,0
21,11,26390,9182,1,0
21,12,26390,9182,1,0
21,13,26390,9182,1,0
21,14,26390,9182,1,0
21,15,26390,9182,1,0
21,16,26390,9182,1,0
21,17,26390,9182,1,0
21,18,18473,9182,1,0
21,19,18473,9182,1,0
21,20,18473,9182,1,0
21,21,18473,9182,1,0
21,22,18473,9182,1,0
21,23,18473,9182,1,0
21,24,18473,9182,1,0
22,1,53019,12545,1,0
22,2,37113,12545,1,0
22,3,37113,12545,1,0
22,4,37113,12545,1,0
22,5,37113,12545,1,0
22,6,37113,12545,1,30
22,7,37113,12545,1,0
22,8,37113,12545,1,0
22,9,37113,12545,0,86
22,10,37113,12545,1,0
22,11,37113,12545,1,0
22,12,37113,12545,1,0
22,13,37113,12545,1,0
22,14,37113,12545,1,0
22,15,37113,12545,1,0
22,16,37113,12545,1,26
22,17,37113,12545,1,0
22,18,37113,12545,1,0
22,19,37113,12545,1,0
22,20,37113,12545,1,0
22,21,25979,12545,1,0
22,22,18185,12545,1,0
22,23,18185,12545,1,11
22,24,12729,12545,1,0
23,1,49920,16148,1,14
23,2,49920,16148,1,0
23,3,49920,16148,1,21
23,4,49920,16148,1,0
23,5,49920,16148,1,0
23,6,49920,16148,1,0
23,7,34944,16148,1,0
23,8,34944,16148,1,0
23,9,34944,16148,1,0
23,10,34944,16148,1,0
23,11,34944,16148,1,0
23,12,34944,16148,1,0
23,13,34944,16148,1,0
23,14,34944,16148,1,0
23,15,34944,16148,1,28
23,16,34944,16148,1,24
23,17,34944,16148,1,0
23,18,34944,16148,1,0
23,19,34944,16148,0,76
23,20,34944,16148,1,0
23,21,34944,16148,1,0
23,22,34944,16148,1,0
23,23,34944,16148,1,0
23,24,34944,16148,1,0
24,1,40288,10615,0,61
24,2,40288,10615,1,0
24,3,40288,10615,0,84
24,4,40288,10615,1,0
24,5,40288,10615,0,79
24,6,40288,10615,1,0
24,7,40288,10615,1,0
24,8,40288,10615,1,0
24,9,40288,10615,1,0
24,10,40288,10615,1,0
24,11,40288,10615,0,76
24,12,28201,10615,1,0
24,13,28201,10615,1,0
24,14,28201,10615,1,27
24,15,28201,10615,1,0
24,16,28201,10615,1,0
24,17,28201,10615,1,0
24,18,28201,10615,1,0
24,19,28201,10615,1,23
24,20,28201,10615,0,71
24,21,28201,10615,1,21
24,22,28201,10615,1,0
24,23,28201,10615,1,0
24,24,28201,10615,1,0
25,1,36058,15398,1,0
25,2,36058,15398,1,0
25,3,36058,15398,1,0
25,4,36058,15398,1,0
25,5,36058,15398,1,0
25,6,36058,15398,1,0
25,7,36058,15398,1,0
25,8,36058,15398,1,0
25,9,36058,15398,1,0
25,10,36058,15398,1,16
25,11,36058,15398,1,0
25,12,36058,15398,1,26
25,13,36058,15398,1,30
25,14,36058,15398,1,0
25,15,36058,15398,1,0
25,16,36058,15398,0,77
25,17,36058,15398,1,0
25,18,36058,15398,1,0
25,19,36058,15398,0,71
25,20,36058,15398,1,0
25,21,36058,15398,1,0
25,22,36058,15398,1,24
25,23,36058,15398,1,19
25,24,36058,15398,1,18
26,1,49748,15668,1,0
26,2,49748,15668,1,13
26,3,49748,15668,1,0
26,4,49748,15668,1,0
26,5,49748,15668,1,0
26,6,34823,15668,0,80
26,7,34823,15668,0,76
26,8,34823,15668,0,89
26,9,34823,15668,1,0
26,10,34823,15668,1,0
26,11,34823,15668,1,0
26,12,34823,15668,1,0
26,13,34823,15668,1,0
26,14,34823,15668,1,0
26,15,34823,15668,1,0
26,16,34823,15668,1,0
26,17,34823,15668,1,0
26,18,34823,15668,1,0
26,19,34823,15668,1,0
26,20,34823,15668,1,0
26,21,34823,15668,1,0
26,22,34823,15668,1,0
26,23,24376,15668,1,0
26,24,24376,15668,1,0
27,1,35178,10619,1,0
27,2,24624,10619,1,20
27,3,24624,10619,1,0
27,4,24624,10619,0,88
27,5,24624,10619,1,0
27,6,24624,10619,0,73
27,7,24624,10619,0,71
27,8,24624,10619,0,68
27,9,24624,10619,1,0
27,10,24624,10619,1,0
27,11,24624,10619,1,0
27,12,24624,10619,1,0
27,13,24624,10619,1,0
27,14,24624,10619,1,0
27,15,24624,10619,1,0
27,16,24624,10619,1,0
27,17,24624,10619,1,0
27,18,24624,10619,1,0
27,19,24624,10619,1,0
27,20,24624,10619,1,0
27,21,24624,10619,1,0
27,22,24624,10619,1,0
27,23,24624,10619,1,0
27,24,24624,10619,1,0
28,1,27113,9944,1,0
28,2,27113,9944,1,0
28,3,27113,9944,1,0
28,4,27113,9944,1,0
28,5,18979,9944,0,83
28,6,18979,9944,1,0
28,7,18979,9944,1,0
28,8,18979,9944,1,0
28,9,18979,9944,1,0
28,10,18979,9944,1,0
28,11,18979,9944,1,0
28,12,18979,9944,1,0
28,13,18979,9944,1,0
28,14,18979,9944,1,0
28,15,18979,9944,1,0
28,16,18979,9944,1,29
28,17,18979,9944,0,70
28,18,18979,9944,1,0
28,19,18979,9944,1,14
28,20,18979,9944,1,0
28,21,13285,9944,1,17
28,22,13285,9944,1,22
28,23,13285,9944,1,0
28,24,13285,9944,1,0
29,1,31359,11117,1,0
29,2,31359,11117,1,0
29,3,31359,11117,0,87
29,4,31359,11117,1,0
29,5,31359,11117,1,24
29,6,31359,11117,1,0
29,7,21951,11117,0,66
29,8,21951,11117,1,30
29,9,21951,11117,1,24
29,10,15366,11117,1,0
29,11,15366,11117,1,0
29,12,10756,11117,1,0
29,13,10756,11117,1,0
29,14,10756,11117,1,0
29,15,10756,11117,1,0
29,16,10756,11117,1,29
29,17,10756,11117,1,0
29,18,7529,11117,1,0
29,19,7529,11117,1,0
29,20,7529,11117,1,0
29,21,5270,11117,1,0
29,22,5270,11117,1,0
29,23,5270,11117,1,0
29,24,5270,11117,1,0
30,1,55482,15797,1,0
30,2,55482,15797,1,0
30,3,55482,15797,1,0
30,4,38837,15797,1,0
30,5,38837,15797,1,0
30,6,38837,15797,1,0
30,7,38837,15797,1,0
30,8,38837,15797,1,0
30,9,38837,15797,1,0
30,10,38837,15797,1,25
30,11,38837,15797,1,0
30,12,38837,15797,1,13
30,13,27186,15797,1,0
30,14,27186,15797,1,0
30,15,27186,15797,1,0
30,16,27186,15797,1,11
30,17,27186,15797,1,0
30,18,27186,15797,1,0
30,19,27186,15797,1,0
30,20,19030,15797,1,0
30,21,19030,15797,1,0
30,22,19030,15797,1,0
30,23,19030,15797,0,85
30,24,19030,15797,0,86
31,1,37900,10546,1,0
31,2,37900,10546,1,0
31,3,37900,10546,0,83
31,4,37900,10546,1,23
31,5,37900,10546,1,25
31,6,37900,10546,0,75
31,7,37900,10546,1,0
31,8,37900,10546,1,0
31,9,37900,10546,1,0
31,10,37900,10546,1,0
31,11,37900,10546,1,21
31,12,37900,10546,1,0
31,13,37900,10546,1,0
31,14,37900,10546,0,76
31,15,37900,10546,1,0
31,16,37900,10546,1,10
31,17,37900,10546,1,0
31,18,37900,10546,1,0
31,19,26530,10546,0,68
31,20,26530,10546,1,0
31,21,18571,10546,1,0
31,22,12999,10546,0,80
31,23,9099,10546,1,26
31,24,9099,10546,1,0
32,1,52342,19151,1,0
32,2,36639,19151,1,0
32,3,36639,19151,1,0
32,4,36639,19151,1,0
32,5,36639,19151,1,0
32,6,36639,19151,0,68
32,7,36639,19151,0,63
32,8,25647,19151,0,62
32,9,25647,19151,1,0
32,10,25647,19151,1,0
32,11,25647,19151,1,0
32,12,25647,19151,1,0
32,13,25647,19151,1,0
32,14,25647,19151,1,0
32,15,25647,19151,1,0
32,16,25647,19151,1,0
32,17,25647,19151,1,0
32,18,25647,19151,1,0
32,19,25647,19151,1,0
32,20,25647,19151,1,0
32,21,25647,19151,1,0
32,22,25647,19151,1,0
32,23,25647,19151,1,0
32,24,25647,19151,1,0
33,1,24934,9091,1,26
33,2,24934,9091,1,0
33,3,24934,9091,1,0
33,4,24934,9091,1,0
33,5,24934,9091,1,0
33,6,24934,9091,0,65
33,7,24934,9091,0,89
33,8,17453,9091,0,75
33,9,17453,9091,1,0
33,10,17453,9091,1,0
33,11,17453,9091,1,0
33,12,17453,9091,1,0
33,13,17453,9091,1,0
33,14,17453,9091,1,0
33,15,17453,9091,1,0
33,16,17453,9091,1,0
33,17,17453,9091,1,0
33,18,12217,9091,1,0
33,19,12217,9091,1,0
33,20,12217,9091,1,0
33,21,12217,9091,1,0
33,22,12217,9091,1,0
33,23,12217,9091,1,0
33,24,12217,9091,1,0
34,1,23258,9583,1,0
34,2,23258,9583,1,0
34,3,23258,9583,0,79
34,4,23258,9583,1,0
34,5,23258,9583,1,0
34,6,23258,9583,0,69
34,7,23258,9583,0,79
34,8,23258,9583,0,67
34,9,23258,9583,1,0
34,10,16281,9583,1,0
34,11,16281,9583,1,0
34,12,16281,9583,1,0
34,13,16281,9583,1,0
34,14,16281,9583,1,0
34,15,16281,9583,1,0
34,16,16281,9583,1,0
34,17,16281,9583,1,0
34,18,16281,9583,1,0
34,19,16281,9583,1,0
34,20,16281,9583,1,0
34,21,16281,9583,1,0
34,22,16281,9583,1,0
34,23,16281,9583,1,0
34,24,16281,9583,1,0
35,1,26652,9467,1,0
35,2,26652,9467,1,0
35,3,26652,9467,1,0
35,4,26652,9467,1,30
35,5,26652,9467,1,0
35,6,26652,9467,0,89
35,7,26652,9467,0,70
35,8,26652,9467,0,64
35,9,26652,9467,1,0
35,10,26652,9467,1,0
35,11,26652,9467,1,0
35,12,18656,9467,1,0
35,13,13059,9467,1,0
35,14,13059,9467,1,0
35,15,13059,9467,1,0
35,16,13059,9467,1,0
35,17,13059,9467,1,0
35,18,13059,9467,1,0
35,19,13059,9467,1,0
35,20,13059,9467,1,0
35,21,13059,9467,1,0
35,22,13059,9467,1,0
35,23,13059,9467,1,0
35,24,13059,9467,1,0
36,1,43410,14805,1,0
36,2,43410,14805,1,0
36,3,43410,14805,1,0
36,4,43410,14805,1,0
36,5,43410,14805,0,63
36,6,43410,14805,0,63
36,7,43410,14805,1,24
36,8,43410,14805,1,0
36,9,43410,14805,1,0
36,10,43410,14805,1,0
36,11,30386,14805,1,0
36,12,30386,14805,1,0
36,13,30386,14805,1,0
36,14,30386,14805,1,0
36,15,30386,14805,1,0
36,16,30386,14805,1,0
36,17,30386,14805,1,19
36,18,30386,14805,1,18
36,19,30386,14805,1,0
36,20,30386,14805,1,0
36,21,30386,14805,1,0
36,22,30386,14805,1,0
36,23,30386,14805,1,0
36,24,30386,14805,1,0
37,1,45885,13607,0,81
37,2,45885,13607,1,0
37,3,32119,13607,1,0
37,4,32119,13607,0,87
37,5,32119,13607,1,0
37,6,32119,13607,0,62
37,7,32119,13607,0,68
37,8,32119,13607,0,90
37,9,22483,13607,1,0
37,10,22483,13607,1,0
37,11,22483,13607,1,0
37,12,22483,13607,1,0
37,13,22483,13607,1,0
37,14,22483,13607,1,0
37,15,22483,13607,1,0
37,16,15738,13607,1,0
37,17,15738,13607,1,0
37,18,15738,13607,1,0
37,19,15738,13607,1,0
37,20,15738,13607,1,0
37,21,15738,13607,1,0
37,22,15738,13607,1,0
37,23,15738,13607,1,0
37,24,15738,13607,1,0
38,1,26002,14405,1,0
38,2,26002,14405,1,0
38,3,26002,14405,1,0
38,4,26002,14405,1,0
38,5,26002,14405,1,22
38,6,26002,14405,1,0
38,7,26002,14405,1,27
38,8,26002,14405,1,0
38,9,26002,14405,1,0
38,10,26002,14405,0,82
38,11,26002,14405,1,0
38,12,26002,14405,1,30
38,13,26002,14405,1,0
38,14,26002,14405,1,0
38,15,26002,14405,1,0
38,16,26002,14405,1,0
38,17,26002,14405,1,0
38,18,26002,14405,1,0
38,19,18202,14405,1,0
38,20,18202,14405,1,0
38,21,18202,14405,1,0
38,22,18202,14405,1,0
38,23,12741,14405,1,0
38,24,12741,14405,1,15
39,1,56513,15639,1,18
39,2,56513,15639,1,16
39,3,56513,15639,1,0
39,4,56513,15639,1,0
39,5,56513,15639,1,18
39,6,56513,15639,0,78
39,7,39559,15639,1,19
39,8,39559,15639,1,0
39,9,39559,15639,1,0
39,10,39559,15639,1,0
39,11,39559,15639,1,0
39,12,27691,15639,1,0
39,13,27691,15639,1,14
39,14,27691,15639,1,0
39,15,27691,15639,1,23
39,16,19383,15639,1,0
39,17,19383,15639,1,0
39,18,19383,15639,1,0
39,19,19383,15639,1,0
39,20,19383,15639,1,0
39,21,19383,15639,1,0
39,22,19383,15639,1,0
39,23,19383,15639,1,22
39,24,19383,15639,1,0
40,1,37858,10433,1,0
40,2,26500,10433,0,75
40,3,26500,10433,0,83
40,4,26500,10433,1,0
40,5,26500,10433,1,0
40,6,26500,10433,0,68
40,7,26500,10433,0,60
40,8,26500,10433,0,85
40,9,26500,10433,1,0
40,10,26500,10433,1,0
40,11,26500,10433,1,0
40,12,26500,10433,1,0
40,13,26500,10433,1,0
40,14,26500,10433,1,0
40,15,26500,10433,1,0
40,16,26500,10433,1,0
40,17,18550,10433,1,0
40,18,18550,10433,1,0
40,19,12985,10433,1,0
40,20,12985,10433,1,0
40,21,12985,10433,1,0
40,22,12985,10433,1,0
40,23,12985,10433,1,0
40,24,12985,10433,1,0
41,1,49584,16810,1,0
41,2,49584,16810,1,18
41,3,49584,16810,1,0
41,4,49584,16810,1,0
41,5,34708,16810,1,0
41,6,34708,16810,1,0
41,7,34708,16810,0,88
41,8,34708,16810,1,0
41,9,34708,16810,1,0
41,10,34708,16810,1,0
41,11,34708,16810,1,0
41,12,34708,16810,1,0
41,13,34708,16810,1,0
41,14,34708,16810,1,0
41,15,24296,16810,1,0
41,16,24296,16810,0,67
41,17,24296,16810,1,0
41,18,24296,16810,0,70
41,19,24296,16810,1,14
41,20,17007,16810,1,17
41,21,17007,16810,1,0
41,22,17007,16810,1,0
41,23,17007,16810,1,0
41,24,17007,16810,1,19
42,1,44390,12564,1,0
42,2,44390,12564,1,0
42,3,44390,12564,1,21
42,4,44390,12564,1,0
42,5,44390,12564,1,0
42,6,44390,12564,1,0
42,7,44390,12564,1,0
42,8,31072,12564,1,0
42,9,31072,12564,1,0
42,10,31072,12564,1,0
42,11,31072,12564,1,0
42,12,31072,12564,0,64
42,13,31072,12564,1,0
