borrower_id,missed_emi_count,avg_delay_days,max_delay_days,emi_income_ratio,risk_level,risk_score,recommended_action,explanation,human_decision
85,1,9.208333333333334,79,0.437404333059288,MEDIUM,0.0020591312172591,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
86,2,9.833333333333334,75,0.5311167030567591,MEDIUM,0.200534561491278,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
87,3,11.541666666666666,83,0.3760038464142664,HIGH,0.9611097874858264,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, severe payment delay (83 days)",APPROVED_ESCALATION
88,3,12.166666666666666,89,0.5615965035174101,HIGH,0.9739568042246588,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.97), 3 missed EMIs, severe payment delay (89 days)",APPROVED_ESCALATION
89,3,9.375,86,1.259441021853987,HIGH,0.9829610501082026,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, EMI exceeds income, severe payment delay (86 days)",APPROVED_ESCALATION
90,1,7.083333333333333,61,0.919410828464368,HIGH,0.0029575159397866,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
91,4,12.458333333333334,82,0.5170605699542584,HIGH,0.999707454695356,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (82 days)",APPROVED_ESCALATION
92,2,7.583333333333333,82,0.6280316582720672,MEDIUM,0.1360092721095521,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
93,4,14.166666666666666,81,0.6221936675611869,HIGH,0.9998410476903538,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, high EMI burden, severe payment delay (81 days)",APPROVED_ESCALATION
94,2,9.041666666666666,82,0.4618650931516958,MEDIUM,0.1486396555068265,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
95,4,12.166666666666666,84,0.4620199691569451,HIGH,0.9996508917755076,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (84 days)",APPROVED_ESCALATION
96,3,11.416666666666666,87,0.6051071716631274,HIGH,0.9711177917789972,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.97), 3 missed EMIs, high EMI burden, severe payment delay (87 days)",APPROVED_ESCALATION
97,3,8.916666666666666,86,0.3269215914286934,HIGH,0.9198337023692452,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.92), 3 missed EMIs, severe payment delay (86 days)",APPROVED_ESCALATION
98,3,11.75,90,0.445595195729881,HIGH,0.9651825675553296,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.97), 3 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
99,1,6.708333333333333,74,0.6597013261749005,MEDIUM,0.00161667424608,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
100,4,11.291666666666666,77,0.3776467330033921,HIGH,0.9995250271089012,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (77 days)",APPROVED_ESCALATION
101,4,13.75,88,0.4523038467273262,HIGH,0.999755965476542,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (88 days)",APPROVED_ESCALATION
102,5,16.791666666666668,90,0.2906699322255769,HIGH,0.9999982905765304,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 5 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
103,2,6.875,61,0.266557825870076,MEDIUM,0.0787136359426442,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
104,4,14.458333333333334,84,1.0346503493550108,HIGH,0.9999222758299452,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, EMI exceeds income, severe payment delay (84 days)",APPROVED_ESCALATION
105,3,10.125,89,0.3040694188622017,HIGH,0.9363746621937624,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (89 days)",APPROVED_ESCALATION
106,3,11.541666666666666,77,0.3325460437153562,HIGH,0.9600859299724004,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, severe payment delay (77 days)",APPROVED_ESCALATION
107,3,9.333333333333334,75,0.4364450840306561,HIGH,0.9426972176821404,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (75 days)",APPROVED_ESCALATION
108,3,10.708333333333334,80,0.3885097820454268,HIGH,0.9542218999552804,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (80 days)",APPROVED_ESCALATION
109,2,6.916666666666667,75,0.6206414718259176,MEDIUM,0.1212979132190404,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
110,6,21.666666666666668,88,0.5962934335844842,HIGH,0.999999996553714,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 6 missed EMIs, severe payment delay (88 days)",APPROVED_ESCALATION
111,4,14.083333333333334,90,0.3710365980022381,HIGH,0.9997408385830976,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
112,3,10.291666666666666,87,0.2931705996591394,HIGH,0.9386645126808036,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (87 days)",APPROVED_ESCALATION
113,5,15.166666666666666,88,0.4318858963987445,HIGH,0.9999979703433448,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 5 missed EMIs, severe payment delay (88 days)",APPROVED_ESCALATION
114,3,10.25,87,0.4003730123232779,HIGH,0.9473390112770624,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (87 days)",APPROVED_ESCALATION
115,3,14.625,76,0.3440067777832271,HIGH,0.9818236792645034,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, severe payment delay (76 days)",APPROVED_ESCALATION
116,4,13.333333333333334,72,0.2530885651995324,HIGH,0.9996666692040564,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (72 days)",APPROVED_ESCALATION
117,3,10.583333333333334,88,0.9581191295371608,HIGH,0.9794397931908556,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, high EMI burden, severe payment delay (88 days)",APPROVED_ESCALATION
118,3,8.666666666666666,79,0.3953787841974828,HIGH,0.9266604787537658,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.93), 3 missed EMIs, severe payment delay (79 days)",APPROVED_ESCALATION
119,5,17.916666666666668,87,0.4366060498355641,HIGH,0.9999990055856088,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 5 missed EMIs, severe payment delay (87 days)",APPROVED_ESCALATION
120,1,7.166666666666667,74,0.5139462233477642,MEDIUM,0.0014373302256366,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
121,2,11.125,85,0.375737413218824,MEDIUM,0.2016929609547296,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
122,1,7.208333333333333,69,0.4779681196452581,MEDIUM,0.0014208113329192,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
123,4,13.041666666666666,79,0.2618806086617245,HIGH,0.9996279636435637,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (79 days)",APPROVED_ESCALATION
124,2,10.041666666666666,71,0.4751239413508541,MEDIUM,0.1991720650730679,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
125,3,12.541666666666666,83,0.5015204609928033,HIGH,0.9749896723950928,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.97), 3 missed EMIs, severe payment delay (83 days)",APPROVED_ESCALATION
126,3,19.95833333333333,90,0.3986578064162756,HIGH,0.9951910011151788,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 3 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
127,6,24.20833333333333,90,0.3854339776406356,HIGH,0.9999999974282604,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 6 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
128,3,9.25,90,0.5146480037749437,HIGH,0.9425640590494674,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
129,3,9.416666666666666,85,0.5873006231578496,HIGH,0.9522425286012854,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (85 days)",APPROVED_ESCALATION
130,3,14.333333333333334,86,0.5104062897659026,HIGH,0.9838773204361132,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, severe payment delay (86 days)",APPROVED_ESCALATION
131,1,4.791666666666667,77,0.5189386899425285,MEDIUM,0.0007761664811093,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
132,3,9.666666666666666,84,0.6751804567094851,HIGH,0.9610054007168014,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, high EMI burden, severe payment delay (84 days)",APPROVED_ESCALATION
133,1,5.708333333333333,72,0.2547286395935601,MEDIUM,0.0006641280066864,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
134,2,9.083333333333334,72,0.5563882103006941,MEDIUM,0.1807130138055167,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
135,3,8.75,72,0.2359352067925336,HIGH,0.913041954593624,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.91), 3 missed EMIs, severe payment delay (72 days)",APPROVED_ESCALATION
136,1,8.416666666666666,62,0.4734147998326891,MEDIUM,0.0020142718444062,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
137,2,9.458333333333334,81,0.5994638729326858,MEDIUM,0.1960459632661086,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
138,0,1.9166666666666667,24,0.411713469358649,LOW,1.0943266444381129e-07,MONITOR,Decision made because ,AUTO_APPROVED
139,4,15.0,87,0.6136454281651584,HIGH,0.9998638982220882,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, high EMI burden, severe payment delay (87 days)",APPROVED_ESCALATION
140,3,10.0,83,0.4270365487507621,HIGH,0.9477290566206438,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (83 days)",APPROVED_ESCALATION
141,4,14.708333333333334,86,0.4284385095629415,HIGH,0.9998040337427928,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (86 days)",APPROVED_ESCALATION
142,4,12.916666666666666,89,0.6050533920261991,HIGH,0.9997623668726164,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, high EMI burden, severe payment delay (89 days)",APPROVED_ESCALATION
143,2,9.75,72,0.4805524776607822,MEDIUM,0.187857175864986,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
144,3,10.916666666666666,78,0.3931182661029568,HIGH,0.9573724945593124,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, severe payment delay (78 days)",APPROVED_ESCALATION
145,2,8.458333333333334,83,0.6150866254234201,MEDIUM,0.1605096504431478,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
146,1,7.125,84,0.2798596132051329,MEDIUM,0.0009096065270818,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
